width,mode,ground_truth,body_angle,gaze_angle
1.0,obstruct,1,0.15026497982282583,14.050179183425833
1.0,obstruct,1,0.11608614258263142,6.845919667061398
1.0,obstruct,1,0.19747356766403246,4.121878225892252
1.0,obstruct,1,0.10839026342716608,1.6749561963979458
1.0,obstruct,1,0.4163180784897514,6.8733219998651345
1.0,obstruct,1,0.4006987947659153,7.832675320503299
1.0,obstruct,1,0.37018131609231697,11.802666101495364
1.0,obstruct,1,0.12468004550621731,2.1262105642278617
1.0,obstruct,1,0.41590722698475857,7.260928709583101
1.0,obstruct,1,0.4043835274898422,1.6734909138383285
1.0,obstruct,1,0.09803118143933857,13.328990199964636
1.0,obstruct,1,0.2554288738264088,8.93872795575469
1.0,obstruct,1,0.09845974950720188,13.533545490422275
1.0,obstruct,1,0.42238214265353374,10.769252237208459
1.0,obstruct,1,0.045203510766005456,8.759161468559157
1.0,obstruct,1,0.27580028204548523,6.546384169010454
1.0,obstruct,1,0.40159649381166707,3.1628804234580965
1.0,obstruct,1,0.08205972111058554,5.497689248684408
1.0,obstruct,1,0.10798884286778951,9.753601296125645
1.0,obstruct,1,0.1067400183640235,8.393425594206285
1.0,obstruct,1,0.04198842555470047,4.45947297978295
1.0,obstruct,1,0.420818868777036,3.0287933235753237
1.0,obstruct,1,0.018107883534361126,1.4135203280856856
1.0,obstruct,1,0.002079580024312021,7.489416945663618
1.0,obstruct,1,0.0596504936248439,13.018340180198688
1.0,obstruct,1,0.11841257779178829,14.53911596679915
1.0,obstruct,1,0.015496159681642955,13.66015835452447
1.0,obstruct,1,0.051854175677855996,5.684038748913882
1.0,obstruct,1,0.3808517332667421,12.288651789935956
1.0,obstruct,1,0.4127147722181902,13.275496587242658
1.0,obstruct,1,0.12241502162278121,4.1733997223618635
1.0,obstruct,1,0.12594999012978916,6.894721094189119
1.0,obstruct,1,0.4103222246605548,12.262927292232321
1.0,obstruct,1,0.4111794750594111,10.720186907285113
1.0,obstruct,1,0.4172067917267342,0.10791425318527917
1.0,obstruct,1,0.410098024195693,8.14743798477904
1.0,obstruct,1,0.10909448751498955,9.168451464255277
1.0,obstruct,1,0.4094567332993892,10.280913449473799
1.0,obstruct,1,0.11632076025161699,12.099566162289912
1.0,obstruct,1,0.253232096942365,8.165398981138988
1.0,obstruct,1,0.4172882100801041,10.77261784666866
1.0,obstruct,1,0.11376166099870658,10.399796252713436
1.0,obstruct,1,0.07702745616907593,4.152429639337153
1.0,obstruct,1,0.1899126209446361,12.333674569730922
1.0,obstruct,1,0.12591993391081122,13.297055295064348
1.0,obstruct,1,0.4167824507420965,1.676646323854468
1.0,obstruct,1,0.12495133594466763,5.616965066596849
1.0,obstruct,1,0.40467102505355035,0.8580363251127884
1.0,obstruct,1,0.4185347905060245,3.180260272700081
1.0,obstruct,1,0.12198163776916411,1.87819546118758
1.0,obstruct,1,0.1347588180959172,4.263415762283432
1.0,obstruct,1,0.08285832184583222,8.279727474968253
1.0,obstruct,1,0.01644937327265641,5.048306040359972
1.0,obstruct,1,0.10611325170778046,4.334574919996225
1.0,obstruct,1,0.0007193122773042349,11.575808835976451
1.0,obstruct,1,0.41554100174330116,14.295246586136056
1.0,obstruct,1,0.12775771112500808,4.4123194357976505
1.0,obstruct,1,0.17633437452924683,2.8623160693859413
1.0,obstruct,1,0.12121094798948709,12.00610896265728
1.0,obstruct,1,0.1109254897648537,15.0475954033931
1.0,obstruct,1,0.12793143516864666,1.3175127811718852
1.0,obstruct,1,0.12708906485678859,6.135362977388657
1.0,obstruct,1,0.06843091585044499,3.5260331518231642
1.0,obstruct,1,0.3012542665217605,4.491859667143545
1.0,obstruct,1,0.12882393871388872,10.793765437484831
1.0,obstruct,1,0.2770106216906144,12.405460070492294
1.0,obstruct,1,0.03464710070825869,5.167204166172547
1.0,obstruct,1,0.1263176809798065,1.2295689090683155
1.0,obstruct,1,0.07410409040669741,5.490409626574243
1.0,obstruct,1,0.1556291252591811,7.209197715927604
1.0,obstruct,1,0.3249793098579742,9.956831925625297
1.0,obstruct,1,0.11563776414265507,12.990699197374326
1.0,obstruct,1,0.42429607964816707,13.703473259757839
1.0,obstruct,1,0.02658795489818059,6.8809578688465844
1.0,obstruct,1,0.3212417510807659,6.734193381414916
1.0,obstruct,1,0.4211184216368976,4.037195310404761
1.0,obstruct,1,0.19589525516368078,2.273886265802931
1.0,obstruct,1,0.4212781817392365,7.0595316829938355
1.0,obstruct,1,0.0555918845691518,9.186899954773127
1.0,obstruct,1,0.2914697495113571,11.270995332340187
1.0,obstruct,1,0.36770421024866434,0.046821848782690946
1.0,obstruct,1,0.4160416049535069,2.357625406350792
1.0,obstruct,1,0.2467714524458667,11.269173921258458
1.0,obstruct,1,0.11690823594581043,2.4870880039792675
1.0,obstruct,1,0.1186836113605622,12.873058343173282
1.0,obstruct,1,0.3583520912842066,9.569871074503583
1.0,obstruct,1,0.09262916065986737,11.01619765430772
1.0,obstruct,1,0.11530256073688518,12.84415636949131
1.0,obstruct,1,0.4139817487487528,5.26784780409558
1.0,obstruct,1,0.4254380868865536,8.440181475233548
1.0,obstruct,1,0.18695123629972044,2.478764283977317
1.0,obstruct,1,0.11922096101926097,7.29063535533219
1.0,obstruct,1,0.11484861669308685,0.8180014999920164
1.0,obstruct,1,0.16907116041425577,14.629045725953365
1.0,obstruct,1,0.09971047652731958,10.597040514013536
1.0,obstruct,1,0.09437999003239732,2.740226867287181
1.0,obstruct,1,0.12692060343298306,10.039986345705733
1.0,obstruct,1,0.12181550310879014,9.783678926688726
1.0,obstruct,1,0.05116468872770069,2.594775771181432
1.0,obstruct,1,0.13963241722499922,7.64594061624724
1.0,obstruct,1,0.30402227990494013,3.5494113529801212
1.0,obstruct,1,0.06789187989146275,13.77974305669703
1.0,obstruct,1,0.40778843967822515,5.283894576068817
1.0,obstruct,1,0.10472496348568786,6.092362768330548
1.0,obstruct,1,0.10813521157063398,5.240906272963068
1.0,obstruct,1,0.11463061902528583,3.2464448011823306
1.0,obstruct,1,0.12442361801373868,9.235751906117033
1.0,obstruct,1,0.09346245334010023,9.308811071045886
1.0,obstruct,1,0.4041605011430864,1.3910024236171392
1.0,obstruct,1,0.04570437149918889,2.0683992041883004
1.0,obstruct,1,0.4126709040651051,0.794384314267596
1.0,obstruct,1,0.4099478732771141,7.652917476588064
1.0,obstruct,1,0.12204242315009879,9.548985169746636
1.0,obstruct,1,0.18884844090109673,4.27843860225121
1.0,obstruct,1,0.42029046791615776,9.800877455254964
1.0,obstruct,1,0.418755171953568,12.967201504905624
1.0,obstruct,1,0.19366883128124754,11.37526220246529
1.0,obstruct,1,0.10421918631231462,13.867309323284939
1.0,obstruct,1,0.41927666741397757,10.720004993023407
1.0,obstruct,1,0.11501624385367511,0.04678527145207708
1.0,obstruct,1,0.0056729137554830614,8.308671281902766
1.0,obstruct,1,0.4039514470373087,0.9958525718392378
1.0,obstruct,1,0.20990960511761428,1.4320889276131925
1.0,obstruct,1,0.25572182040334096,7.626687492848417
1.0,obstruct,1,0.4208620344585804,13.94675454693248
1.0,obstruct,1,0.3517303627960498,6.250359806715767
1.0,obstruct,1,0.11714234649311618,6.7766538501899305
1.0,obstruct,1,0.4113157061139657,2.0413424111106755
1.0,obstruct,1,0.12437239077695968,12.884771530616407
1.0,obstruct,1,0.0253721313716832,10.547080069572019
1.0,obstruct,1,0.4147562128525724,13.79920076680911
1.0,obstruct,1,0.09480054129105261,8.377618686129875
1.0,obstruct,1,0.11149341622149606,3.739494512914546
1.0,obstruct,1,0.3380030332385373,13.226761004601753
1.0,obstruct,1,0.0844217118890499,2.3953820859448687
1.0,obstruct,1,0.005732927862184907,4.358212336890392
1.0,obstruct,1,0.10905771601873684,8.975809054737793
1.0,obstruct,1,0.1879587504803297,14.118379022619353
1.0,obstruct,1,0.08402212291834948,2.9453030427095634
1.0,obstruct,1,0.322495124812211,3.8419170176110518
1.0,obstruct,1,0.41262755078910834,0.1784316630222723
1.0,obstruct,1,0.08764378783271906,7.568025224904104
1.0,obstruct,1,0.1191930262644495,10.462017210476633
1.0,obstruct,1,0.39064152637597416,8.598068521215678
1.0,obstruct,1,0.1062920699403357,14.375845633921651
1.0,obstruct,1,0.11692570207316971,12.302815368763746
1.0,obstruct,1,0.08458916175465438,9.736020389799922
1.0,obstruct,1,0.12488562118427983,10.084753162450909
1.0,obstruct,1,0.10486670307835885,4.817366639879175
1.0,obstruct,1,0.12367430943297508,11.836221361607143
1.0,obstruct,1,0.11812850760895596,4.62994016921771
1.0,obstruct,1,0.38508105386372676,4.533394636888431
1.0,obstruct,1,0.23214977596240743,2.2918261586553967
1.0,obstruct,1,0.12212911690970131,2.639435933982615
1.0,obstruct,1,0.30409763445037963,4.612505778064228
1.0,obstruct,1,0.1337598056789659,9.588731498287459
1.0,obstruct,1,0.07855582915839558,3.5523365203796464
1.0,obstruct,1,0.19285532114548992,8.095022785226362
1.0,obstruct,1,0.06847230398493932,10.34090175763681
1.0,obstruct,1,0.11097210324144129,8.30219726951749
1.0,obstruct,1,0.40984568693344064,8.686481219227257
1.0,obstruct,1,0.10678589237957822,7.0601111698706855
1.0,obstruct,1,0.4213923348890097,4.764043186006643
1.0,obstruct,1,0.08812400391871406,6.081049615304142
1.0,obstruct,1,0.24405554361189746,13.549964236458216
1.0,obstruct,1,0.40213298546373144,2.114914178890687
1.0,obstruct,1,0.004073055119059801,7.716551767275786
1.0,obstruct,1,0.4227281487383121,4.570781357917453
1.0,obstruct,1,0.38694064107811504,1.0835595465740415
1.0,obstruct,1,0.41695059775905957,3.4279497575437556
1.0,obstruct,1,0.40997221515853205,13.001506726399922
1.0,obstruct,1,0.10542258107370304,5.865592812243941
1.0,obstruct,1,0.4217118246498717,1.9412811577173386
1.0,obstruct,1,0.3049359897353439,0.8557332425629771
1.0,obstruct,1,0.02905192214584861,2.9427998449209256
1.0,obstruct,1,0.40311258958901397,8.65901410730375
1.0,obstruct,1,0.11075985653843559,3.1929520271188627
1.0,obstruct,1,0.12507959562596058,4.998735601826658
1.0,obstruct,1,0.11010568809491449,5.479672092317533
1.0,obstruct,1,0.41149787443286673,2.096325062283127
1.0,obstruct,1,0.1138227367403848,2.6324728312788968
1.0,obstruct,1,0.3665642828473743,15.124171425496204
1.0,obstruct,1,0.40663002561616896,0.37405314800952344
1.0,obstruct,1,0.1296282558384887,10.204605185062174
1.0,obstruct,1,0.062288671028742575,4.936202339625277
1.0,obstruct,1,0.0868100616050288,7.800635670343998
1.0,obstruct,1,0.10787964041668592,10.251101959989086
1.0,obstruct,1,0.11519307590602873,12.201976405506068
1.0,obstruct,1,0.12816401047555614,13.799961182698565
1.0,obstruct,1,0.11050859587573302,6.180247915624393
1.0,obstruct,1,0.42306200089888346,2.6875168618917886
1.0,obstruct,1,0.1141386306031589,5.689373022869544
1.0,obstruct,1,0.05809078624312536,4.748135964699307
1.0,obstruct,1,0.42457401246080784,1.0889816847930092
1.0,obstruct,1,0.11295697794779004,0.5047216871895057
1.0,obstruct,1,0.012369846131247246,14.649535560522445
1.0,obstruct,1,0.04725777686885589,0.3100935393488264
1.0,obstruct,1,0.16431438222625233,10.133998550560506
1.0,obstruct,1,0.4066565589613137,4.254648660972878
1.0,obstruct,1,0.4041276143596025,12.75456091729202
1.0,obstruct,1,0.11995448027311988,14.21750001094041
1.0,obstruct,1,0.4156281769586514,7.213705354200104
1.0,obstruct,1,0.06695500715405778,12.037604698692984
1.0,obstruct,1,0.11409619428491105,5.1745134441308025
1.0,obstruct,1,0.11123131351392224,9.855465389820674
1.0,obstruct,1,0.15619492080206435,5.64763624190014
1.0,obstruct,1,0.4107409606829917,1.2129661032871712
